,ticker,stkpx,expirdate,yte,strike,transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,pbidpx,pvalue,paskpx,delta,gamma,theta,vega,rho,phi,trade_date,PeriodPnL,TotalPnL,Loss100,LossDate,MinLossDate,stopLoss
1964,AAPL,129.92,2021-03-19,0.07945,130.0,2021-02-04,3.5,3.5,3.55,4.5,4.51,4.55,0.517903,0.035432,-0.079705,0.14588199999999998,0.049817,-0.053401,2021-02-18,-1.0099999999999998,-276.09999999999997,False,,2021-03-08,False
1965,AAPL,129.92,2021-03-19,0.07671,130.0,2021-02-04,3.5,3.5,3.55,4.2,4.22,4.25,0.515636,0.037959,-0.07667,0.143377,0.048112,-0.051332,2021-02-19,-0.7199999999999998,-276.82,False,,2021-03-08,False
1966,AAPL,126.38,2021-03-19,0.06849,130.0,2021-02-04,3.5,3.5,3.55,6.25,6.3,6.35,0.387913,0.036056,-0.083353,0.126193,0.031635,-0.033535,2021-02-22,-2.8,-279.62,False,,2021-03-08,False
1967,AAPL,126.33,2021-03-19,0.06575,130.0,2021-02-04,3.5,3.5,3.55,6.35,6.41,6.5,0.3892,0.035218,-0.088849,0.12355799999999999,0.030410000000000003,-0.032286,2021-02-23,-2.91,-282.53000000000003,False,,2021-03-08,False
1968,AAPL,124.87,2021-03-19,0.06301,130.0,2021-02-04,3.5,3.5,3.55,7.2,7.26,7.3,0.338553,0.0341,-0.08723600000000001,0.11573499999999999,0.025144,-0.026601999999999997,2021-02-24,-3.76,-286.29,False,,2021-03-08,False
1969,AAPL,121.77,2021-03-19,0.060270000000000004,130.0,2021-02-04,3.5,3.5,3.55,9.9,9.99,10.05,0.277787,0.027228,-0.095348,0.100127,0.019143,-0.020359,2021-02-25,-6.49,-292.78000000000003,False,,2021-03-08,False
1970,AAPL,124.61,2021-03-19,0.05753,130.0,2021-02-04,3.5,3.5,3.55,7.25,7.29,7.35,0.317644,0.035166,-0.087422,0.10497100000000001,0.021583,-0.022738,2021-02-26,-3.79,-296.57000000000005,False,,2021-03-08,False
1971,AAPL,127.51,2021-03-19,0.049319999999999996,130.0,2021-02-04,3.5,3.5,3.55,4.85,4.91,4.95,0.39327,0.0479,-0.08734299999999999,0.10743699999999999,0.023619,-0.024686000000000003,2021-03-01,-1.4100000000000001,-297.9800000000001,False,,2021-03-08,False
1972,AAPL,125.66,2021-03-19,0.04658,130.0,2021-02-04,3.5,3.5,3.55,6.05,6.09,6.15,0.32816,0.041037,-0.095024,0.09963,0.018316,-0.01917,2021-03-02,-2.59,-300.57000000000005,False,,2021-03-08,False
1973,AAPL,122.83,2021-03-19,0.04384,130.0,2021-02-04,3.5,3.5,3.55,8.25,8.29,8.35,0.22961199999999998,0.034064,-0.085725,0.080044,0.011833,-0.012338,2021-03-03,-4.789999999999999,-305.36000000000007,False,,2021-03-08,False
1974,AAPL,120.24,2021-03-19,0.0411,130.0,2021-02-04,3.5,3.5,3.55,10.4,10.47,10.55,0.159357,0.0269,-0.073935,0.058667,0.007556,-0.007858,2021-03-04,-6.970000000000001,-312.3300000000001,False,,2021-03-08,False
1975,AAPL,121.29,2021-03-19,0.038360000000000005,130.0,2021-02-04,3.5,3.5,3.55,9.3,9.34,9.4,0.168024,0.029993000000000002,-0.076515,0.058740999999999995,0.007519,-0.0077989999999999995,2021-03-05,-5.84,-318.1700000000001,False,,2021-03-08,False
1977,AAPL,121.38,2021-03-19,0.0274,130.0,2021-02-04,3.5,3.5,3.55,8.95,8.99,9.05,0.12575699999999998,0.02925,-0.073806,0.043007,0.00405,-0.004169,2021-03-09,-5.49,-323.6600000000001,False,,2021-03-08,False
1978,AAPL,120.35,2021-03-19,0.024659999999999998,130.0,2021-02-04,3.5,3.5,3.55,9.85,9.92,10.0,0.09715800000000001,0.024647,-0.06739400000000001,0.031769,0.002796,-0.002873,2021-03-10,-6.42,-330.0800000000001,False,,2021-03-08,False
1979,AAPL,122.03,2021-03-19,0.02192,130.0,2021-02-04,3.5,3.5,3.55,8.2,8.24,8.3,0.102625,0.029998,-0.067605,0.034308,0.002671,-0.002734,2021-03-11,-4.74,-334.8200000000001,False,,2021-03-08,False
1980,AAPL,120.92,2021-03-19,0.019180000000000003,130.0,2021-02-04,3.5,3.5,3.55,9.15,9.2,9.25,0.069518,0.022974,-0.056197000000000004,0.021001,0.0015710000000000001,-0.001605,2021-03-12,-5.699999999999999,-340.5200000000001,False,,2021-03-08,False
1981,AAPL,123.67,2021-03-19,0.01096,130.0,2021-02-04,3.5,3.5,3.55,6.5,6.52,6.6,0.10391600000000001,0.037497,-0.109323,0.024499,0.0013859999999999999,-0.0014119999999999998,2021-03-15,-3.0199999999999996,-343.5400000000001,False,,2021-03-08,False
1982,AAPL,125.87,2021-03-19,0.00822,130.0,2021-02-04,3.5,3.5,3.55,4.35,4.42,4.5,0.14752300000000002,0.060269,-0.147094,0.026777,0.001436,-0.001458,2021-03-16,-0.9199999999999999,-344.4600000000001,False,,2021-03-08,False
1983,AAPL,124.8,2021-03-19,0.00548,130.0,2021-02-04,3.5,3.5,3.55,5.25,5.29,5.35,0.075043,0.040441000000000005,-0.124155,0.013300999999999999,0.000509,-0.000516,2021-03-17,-1.79,-346.2500000000001,False,,2021-03-08,False
1984,AAPL,120.65,2021-03-19,0.00274,130.0,2021-02-04,3.5,3.5,3.55,9.3,9.36,9.45,0.004386999999999999,0.003732,-0.021889,0.000784,1.4000000000000001e-05,-1.4000000000000001e-05,2021-03-18,-5.859999999999999,-352.1100000000001,False,,2021-03-08,False
1985,AAPL,120.38,2021-03-19,0.0,130.0,2021-02-04,3.5,3.5,3.55,9.6,9.62,9.7,0.0,0.0,0.0,1e-05,0.0,0.0,2021-03-19,-6.119999999999999,-358.23000000000013,False,,2021-03-08,False
